Comment,Designator,Description,Quantity,Note/Misc,JLCPCB Part #,Footprint JLCPCB,Part No
"0.1u","C53","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C54","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C55","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C56","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C57","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C58","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C59","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C60","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C61","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C62","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C63","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C64","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C65","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C66","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C67","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C68","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C69","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C70","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C71","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C72","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"1u","C73","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"1u","C74","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"1u","C75","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"1u","C76","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"0.1u","C77","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"1u","C78","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"0.1u","C79","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C80","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C81","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C82","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C83","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C84","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C85","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C86","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C87","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C88","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C89","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C90","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C91","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C92","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C93","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C94","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C95","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C96","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C97","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C98","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C99","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C100","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C101","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C102","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"0.1u","C103","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"10u","C104","Capacitor SMD 0402","1","","C315248","0402","CL05A106MP5NUNC"
"4.7u","C105","Capacitor SMD 0402","1","","C22367824","0402","HGC0402R5475M250NTEJ"
"1u","C106","Capacitor SMD 0402","1","10V","C14445","0402","CL05A105KP5NNNC"
"0.1u","C107","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C108","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C109","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C110","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C111","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C112","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C113","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C114","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"22p","C115","Capacitor SMD 0402","1","","C541361","0402","CC0402JRNPO8BN220"
"22p","C116","Capacitor SMD 0402","1","","C541361","0402","CC0402JRNPO8BN220"
"0.1u","C117","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C118","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C119","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C120","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C121","Capacitor SMD 0402","1","16V, 0402","C338112","0402","CL05B104KO5NNNC"
"0.1u","C122","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C123","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C124","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C125","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C126","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C127","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C128","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C129","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C130","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C131","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C132","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C133","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C134","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C135","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C136","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C137","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C138","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C139","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C140","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C141","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C142","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C143","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C144","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C145","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C146","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C147","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C148","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C149","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C150","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C151","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C152","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C153","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C154","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C155","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C156","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C157","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C158","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C159","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C160","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"0.1u","C161","Capacitor SMD 0201","1","","C49062","0201","CL03A104KP3NNNC"
"SMCJ12A","D1","Transient Voltage Suppression Diode, 12 V, -65 to 150 degC, 2-Pin DO-214AB (SMCJ), RoHS, Tape and Reel","1","","C224038","DO-214AB(SMCJ)","SMCJ12A"
"RED","D2","LED 0805 RED SMD","1","2.4V, RED","C497952","0805","HL-PSC-2012S9AC"
"SP3031-01ETG","D3","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D4","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D5","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D6","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D7","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D8","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D9","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D10","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D11","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D12","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D13","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"RB751V40,115","D14","Schottky Diode","1","","C553814","SOD-323","RB751V40,115"
"SP3031-01ETG","D15","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D16","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D17","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D18","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D19","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D20","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D21","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D22","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D23","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"GREEN","D24","LED 0805 GREEN SMD","1","2.4V, GREEN","C2986046","0805","17-21SYGC/S530-E2/TR8"
"GREEN","D25","LED 0805 GREEN SMD","1","2.4V, GREEN","C2986046","0805","17-21SYGC/S530-E2/TR8"
"RCLAMP0524PATCT","D26","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"BAS16XV2T1G","D27","Diode (Switching)","1","","C152479","SOD-523","BAS16XV2T1G"
"RCLAMP0524PATCT","D28","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"RCLAMP0524PATCT","D29","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"SP3031-01ETG","D30","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"RCLAMP0524PATCT","D31","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"BAS16XV2T1G","D32","Diode (Switching)","1","","C152479","SOD-523","BAS16XV2T1G"
"RCLAMP0524PATCT","D33","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"RCLAMP0524PATCT","D34","TVS Diode (Uni-directional)","1","","C40960","DFN-10(1x2.5)","RCLAMP0524PATCT"
"SP3031-01ETG","D35","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D36","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D37","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D38","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D39","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D40","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"SP3031-01ETG","D41","TVS Diode (Uni-directional)","1","","C207283","SOD-882","SP3031-01ETG"
"RED","D42","LED 0805 RED SMD","1","2.4V, RED","C497952","0805","HL-PSC-2012S9AC"
"RED","D43","LED 0805 RED SMD","1","2.4V, RED","C497952","0805","HL-PSC-2012S9AC"
"RED","D44","LED 0805 RED SMD","1","2.4V, RED","C497952","0805","HL-PSC-2012S9AC"
"RED","D45","LED 0805 RED SMD","1","2.4V, RED","C497952","0805","HL-PSC-2012S9AC"
"SP3022-01ETG","D46","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D47","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D48","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D49","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D50","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D51","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D52","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D53","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D54","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D55","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D56","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D57","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D58","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D59","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D60","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D61","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D62","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D63","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D64","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D65","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D66","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D67","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D68","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D69","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
"SP3022-01ETG","D70","TVS Diode (Bi-directional)","1","","C126840","SOD-882","SP3022-01ETG"
